id,market,detectedAt,currentPrice,previousPrice,changeRate,rankByChangeRate,rankByTradeValue,missedReason,suggestedStrategy,relatedRuleBefore,suggestedRuleAfter
94,KRW-MBL,1778462115234,1.65,1.65,16.1971831,1,57,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.61% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
95,KRW-XRP,1778462149952,2147.0,2148.0,0.3740065451145395,114,1,"SCORE_TOO_LOW: move -0.05% from previous snapshot, 0.37% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
96,KRW-CTC,1778462312191,244.0,244.0,2.09205021,10,79,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.67% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
97,KRW-PROS,1778462374514,1300.0,1303.0,-0.23023791250959325,254,3,"SCORE_TOO_LOW: move -0.23% from previous snapshot, -0.84% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
98,KRW-PIEVERSE,1778462531032,1271.0,1283.0,7.25738397,2,33,"TRADE_VALUE_FILTER_EXCLUDED: move -0.94% from previous snapshot, 2.50% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
99,KRW-TT,1778462531032,1.39,1.39,2.96296296,8,175,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
100,KRW-MED,1778462531032,3.38,3.37,3.36391437,7,126,"TRADE_VALUE_FILTER_EXCLUDED: move 0.30% from previous snapshot, 1.50% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
101,KRW-2Z,1778462624952,158.0,157.0,2.5974026,9,172,"TRADE_VALUE_FILTER_EXCLUDED: move 0.64% from previous snapshot, 1.28% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
102,KRW-MON,1778462656370,53.1,52.9,2.31213873,10,87,"TRADE_VALUE_FILTER_EXCLUDED: move 0.38% from previous snapshot, 1.34% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
103,KRW-IOTA,1778462751088,94.5,94.5,2.27272727,10,168,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.64% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
104,KRW-ARK,1778462782483,281.0,281.0,2.18181818,9,111,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.36% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
105,KRW-ENS,1778462910877,11040.0,11040.0,2.12765957,10,17,"UNKNOWN: move 0.00% from previous snapshot, -0.54% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
106,KRW-USDT,1778463079861,1473.0,1473.0,0.40899796,50,6,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
107,KRW-STRAX,1778463142362,21.0,21.0,1.94174757,10,142,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.48% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
108,KRW-KITE,1778463173922,270.0,271.0,4.24710425,5,45,"TRADE_VALUE_FILTER_EXCLUDED: move -0.37% from previous snapshot, -0.37% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
109,KRW-LAYER,1778463205587,178.0,178.0,0.0,255,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
110,KRW-AHT,1778463487415,2.43,2.42,2.10084034,10,223,"TRADE_VALUE_FILTER_EXCLUDED: move 0.41% from previous snapshot, 0.83% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
111,KRW-ZAMA,1778463772611,44.9,44.5,2.7459954200000003,7,201,"TRADE_VALUE_FILTER_EXCLUDED: move 0.90% from previous snapshot, 1.13% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
112,KRW-BTC,1778463866989,120006000.0,120037000.0,-0.025825370510759185,120,5,"SCORE_TOO_LOW: move -0.03% from previous snapshot, -0.06% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
113,KRW-MBL,1778463929571,1.65,1.64,16.1971831,1,52,"TRADE_VALUE_FILTER_EXCLUDED: move 0.61% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
114,KRW-WET,1778464086363,146.0,145.0,2.81690141,8,111,"TRADE_VALUE_FILTER_EXCLUDED: move 0.69% from previous snapshot, 1.39% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
115,KRW-ONDO,1778464086363,641.0,640.0,3.38709677,5,10,"UNKNOWN: move 0.16% from previous snapshot, -0.16% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
116,KRW-PROS,1778464179814,1297.0,1296.0,0.07716049382716049,253,4,"SCORE_TOO_LOW: move 0.08% from previous snapshot, -0.84% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
117,KRW-AKT,1778464242374,1136.0,1134.0,2.52707581,10,66,"TRADE_VALUE_FILTER_EXCLUDED: move 0.18% from previous snapshot, 1.88% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
118,KRW-BLEND,1778464304543,186.0,185.0,2.7624309400000002,10,35,"TRADE_VALUE_FILTER_EXCLUDED: move 0.54% from previous snapshot, 1.64% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
119,KRW-TT,1778464335833,1.39,1.39,2.96296296,7,171,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.72% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
120,KRW-IOTA,1778464557288,94.8,94.8,2.5974026,9,152,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.21% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
121,KRW-ARK,1778464588440,282.0,282.0,2.5454545499999996,10,106,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
122,KRW-XRP,1778464652051,2149.0,2149.0,0.0,126,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.05% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
123,KRW-2Z,1778464810191,158.0,157.0,2.5974026,9,173,"TRADE_VALUE_FILTER_EXCLUDED: move 0.64% from previous snapshot, 0.64% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
124,KRW-USDT,1778464904084,1473.0,1473.0,0.40899796,53,6,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
125,KRW-ORCA,1778464904084,2497.0,2492.0,2.7572016500000003,9,33,"TRADE_VALUE_FILTER_EXCLUDED: move 0.20% from previous snapshot, 2.13% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
126,KRW-STRAX,1778464966633,21.2,21.2,2.9126213599999997,8,144,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.47% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
127,KRW-KITE,1778464998051,274.0,274.0,5.7915057899999995,3,45,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
128,KRW-LAYER,1778465029353,176.0,176.0,0.0,255,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
129,KRW-ZAMA,1778465591732,45.0,45.0,2.97482838,7,202,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
130,KRW-ETH,1778465654493,3464000.0,3466000.0,-0.05770340450086555,76,7,"SCORE_TOO_LOW: move -0.06% from previous snapshot, -0.23% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
131,KRW-BTC,1778465685641,119843000.0,119846000.0,-0.002503212455985181,93,4,"SCORE_TOO_LOW: move -0.00% from previous snapshot, -0.16% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
132,KRW-PIEVERSE,1778465716750,1230.0,1243.0,3.7974683500000004,4,26,"UNKNOWN: move -1.05% from previous snapshot, -1.60% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
133,KRW-MBL,1778465748083,1.57,1.58,10.563380279999999,1,49,"TRADE_VALUE_FILTER_EXCLUDED: move -0.63% from previous snapshot, -0.63% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
134,KRW-GAME2,1778465904037,2.15,2.13,2.8708134,8,223,"TRADE_VALUE_FILTER_EXCLUDED: move 0.94% from previous snapshot, 1.42% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
135,KRW-WET,1778465935381,145.0,144.0,2.11267606,10,107,"TRADE_VALUE_FILTER_EXCLUDED: move 0.69% from previous snapshot, -0.68% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
136,KRW-PROS,1778465997884,1282.0,1281.0,0.078064012490242,254,5,"SCORE_TOO_LOW: move 0.08% from previous snapshot, -1.08% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
137,KRW-BLEND,1778466123336,185.0,185.0,2.20994475,9,34,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -1.07% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
138,KRW-DRIFT,1778466240533,73.4,73.2,1.80305132,10,33,"TRADE_VALUE_FILTER_EXCLUDED: move 0.27% from previous snapshot, 1.24% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
139,KRW-AKT,1778466365405,1129.0,1127.0,1.89530686,10,65,"TRADE_VALUE_FILTER_EXCLUDED: move 0.18% from previous snapshot, 0.53% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
140,KRW-XRP,1778466490153,2139.0,2139.0,0.0,100,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.19% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
141,KRW-TT,1778466603880,1.38,1.37,2.22222222,9,170,"TRADE_VALUE_FILTER_EXCLUDED: move 0.73% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
142,KRW-BOUNTY,1778466855827,32.8,32.8,1.54798762,10,134,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.61% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
143,KRW-LAYER,1778466855827,178.0,177.0,0.5649717514124294,230,2,"SCORE_TOO_LOW: move 0.56% from previous snapshot, 0.56% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
144,KRW-KITE,1778466855827,277.0,275.0,6.949806949999999,3,45,"TRADE_VALUE_FILTER_EXCLUDED: move 0.73% from previous snapshot, 1.09% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
145,KRW-STRAX,1778466913575,21.1,20.9,2.42718447,7,146,"TRADE_VALUE_FILTER_EXCLUDED: move 0.96% from previous snapshot, -0.47% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
