id,changedAt,affectedStrategyName,strategyVersionBefore,strategyVersionAfterSuggestion,beforeRule,afterRule,reason,evidenceMarkets,expectedEffect,applied
207,1778719969526,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ESP, KRW-GAME2, KRW-IMX, KRW-KAT, KRW-AKT, KRW-INJ, KRW-XRP, KRW-SOON, KRW-HYPER, KRW-SONIC, KRW-XEC, KRW-SOMI, KRW-BTC, KRW-VTHO, KRW-HP, KRW-ETH, KRW-TREE, KRW-OPEN, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-EDGE, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-BLEND, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-USDT, KRW-SOL, KRW-JTO, KRW-DOGE, KRW-BERA, KRW-NXPC, KRW-UP2, KRW-WLFI, KRW-JST, KRW-CC",Reduce repeated misses or weak outcomes after user review.,0
208,1778720404321,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
209,1778720404321,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
210,1778720404321,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-TREE, KRW-OPEN, KRW-EDGE, KRW-ESP, KRW-GAME2, KRW-IMX, KRW-KAT, KRW-AKT, KRW-INJ, KRW-XRP, KRW-SOON, KRW-HYPER, KRW-SONIC, KRW-XEC, KRW-SOMI, KRW-BTC, KRW-VTHO, KRW-HP, KRW-ETH, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-BLEND, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-USDT, KRW-SOL, KRW-JTO, KRW-DOGE, KRW-BERA, KRW-NXPC, KRW-UP2, KRW-WLFI, KRW-JST",Reduce repeated misses or weak outcomes after user review.,0
211,1778723376049,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
212,1778723376049,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
213,1778723376049,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ESP, KRW-HYPER, KRW-JTO, KRW-INJ, KRW-SOON, KRW-USDT, KRW-SOL, KRW-SONIC, KRW-BTC, KRW-VTHO, KRW-HP, KRW-ETH, KRW-EDGE, KRW-BLEND, KRW-AKT, KRW-XRP, KRW-XEC, KRW-TREE, KRW-OPEN, KRW-GAME2, KRW-IMX, KRW-KAT, KRW-SOMI, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-DOGE, KRW-BERA, KRW-NXPC, KRW-UP2",Reduce repeated misses or weak outcomes after user review.,0
214,1778723644298,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
215,1778723644298,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
216,1778723644298,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-EDGE, KRW-IMX, KRW-DOGE, KRW-TREE, KRW-ESP, KRW-HYPER, KRW-JTO, KRW-INJ, KRW-SOON, KRW-USDT, KRW-SOL, KRW-SONIC, KRW-BTC, KRW-VTHO, KRW-HP, KRW-ETH, KRW-BLEND, KRW-AKT, KRW-XRP, KRW-XEC, KRW-OPEN, KRW-GAME2, KRW-KAT, KRW-SOMI, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-NEWT, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-BERA, KRW-NXPC, KRW-UP2",Reduce repeated misses or weak outcomes after user review.,0
217,1778725547649,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
218,1778725547649,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-EDGE, KRW-XRP, KRW-IMX, KRW-ETH, KRW-BOUNTY, KRW-SOON, KRW-USDT, KRW-SOL, KRW-NEAR, KRW-SONIC, KRW-BTC, KRW-HP, KRW-NEWT, KRW-OPEN, KRW-BLEND, KRW-DOGE, KRW-TREE, KRW-ESP, KRW-HYPER, KRW-JTO, KRW-INJ, KRW-VTHO, KRW-AKT, KRW-XEC, KRW-GAME2, KRW-KAT, KRW-SOMI, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET, KRW-BLAST, KRW-USDE, KRW-KAITO, KRW-BERA",Reduce repeated misses or weak outcomes after user review.,0
219,1778725547649,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
220,1778726341229,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SOON, KRW-USDT, KRW-CFG, KRW-SOL, KRW-BTC, KRW-SONIC, KRW-HP, KRW-DOGE, KRW-NEWT, KRW-OPEN, KRW-HYPER, KRW-EDGE, KRW-XRP, KRW-IMX, KRW-ETH, KRW-BOUNTY, KRW-NEAR, KRW-BLEND, KRW-TREE, KRW-ESP, KRW-JTO, KRW-INJ, KRW-VTHO, KRW-AKT, KRW-XEC, KRW-GAME2, KRW-KAT, KRW-SOMI, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT, KRW-PYTH, KRW-VET",Reduce repeated misses or weak outcomes after user review.,0
221,1778726341229,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
222,1778726341229,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
223,1778727582198,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
224,1778727582198,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
225,1778727582198,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-NEWT, KRW-BOUNTY, KRW-OPEN, KRW-HYPER, KRW-EDGE, KRW-IMX, KRW-TREE, KRW-SOON, KRW-USDT, KRW-CFG, KRW-SOL, KRW-BTC, KRW-SONIC, KRW-HP, KRW-DOGE, KRW-XRP, KRW-ETH, KRW-NEAR, KRW-BLEND, KRW-ESP, KRW-JTO, KRW-INJ, KRW-VTHO, KRW-AKT, KRW-XEC, KRW-GAME2, KRW-KAT, KRW-SOMI, KRW-TAIKO, KRW-DKA, KRW-ETHFI, KRW-TOKAMAK, KRW-WET, KRW-ENA, KRW-CARV, KRW-TT, KRW-XPL, KRW-PENGU, KRW-POKT",Reduce repeated misses or weak outcomes after user review.,0
226,1778731159515,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
227,1778731159515,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-OPEN, KRW-SIGN, KRW-EDGE, KRW-BOUNTY, KRW-SOON, KRW-ETH, KRW-SOL, KRW-BLEND, KRW-USDT, KRW-HP, KRW-SONIC, KRW-NEWT, KRW-INJ, KRW-TREE, KRW-HYPER, KRW-IMX, KRW-CFG, KRW-BTC, KRW-DOGE, KRW-XRP, KRW-NEAR, KRW-ESP, KRW-JTO, KRW-VTHO, KRW-AKT, KRW-XEC, KRW-GAME2, KRW-KAT, KRW-SOMI",Reduce repeated misses or weak outcomes after user review.,0
228,1778731159515,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
229,1778735980741,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
230,1778735980741,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
231,1778735980741,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SOL, KRW-SOON, KRW-ETH, KRW-USDT, KRW-UP2, KRW-SIGN, KRW-SAHARA, KRW-SONIC, KRW-HP, KRW-OPEN, KRW-NEWT, KRW-EDGE, KRW-PIEVERSE, KRW-HYPER, KRW-JTO, KRW-CFG, KRW-BLEND, KRW-XRP, KRW-BTC, KRW-DOGE, KRW-WLFI, KRW-BOUNTY, KRW-INJ, KRW-TREE, KRW-IMX, KRW-NEAR",Reduce repeated misses or weak outcomes after user review.,0
232,1778739573528,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
233,1778739573528,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
234,1778739573528,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-DOGE, KRW-USDT, KRW-SONIC, KRW-IMX, KRW-NEWT, KRW-ETH, KRW-BTC, KRW-HYPER, KRW-CFG, KRW-SOL, KRW-SOON, KRW-XRP, KRW-SIGN, KRW-HP, KRW-PENDLE, KRW-EDGE, KRW-UP2, KRW-SAHARA, KRW-OPEN, KRW-PIEVERSE, KRW-JTO, KRW-BLEND, KRW-WLFI, KRW-BOUNTY, KRW-INJ, KRW-TREE",Reduce repeated misses or weak outcomes after user review.,0
235,1778766587918,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
236,1778766587918,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-IMX, KRW-HP, KRW-CFG, KRW-INJ, KRW-XRP, KRW-NXPC, KRW-SAHARA, KRW-HYPER, KRW-CC, KRW-BTC, KRW-USDT, KRW-SONIC, KRW-MET2, KRW-NEWT, KRW-GRT, KRW-UP2, KRW-SOL, KRW-POLYX, KRW-2Z, KRW-CHIP, KRW-ETH, KRW-EDGE",Reduce repeated misses or weak outcomes after user review.,0
237,1778766587918,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
238,1778767035385,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-CC, KRW-SOL, KRW-BTC, KRW-USDT, KRW-SONIC, KRW-MET2, KRW-NEWT, KRW-GRT, KRW-UP2, KRW-IMX, KRW-HP, KRW-CFG, KRW-INJ, KRW-XRP, KRW-NXPC, KRW-SAHARA, KRW-HYPER, KRW-POLYX, KRW-2Z, KRW-CHIP, KRW-ETH, KRW-EDGE",Reduce repeated misses or weak outcomes after user review.,0
239,1778767035385,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
240,1778767035385,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
241,1778770422236,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
242,1778770422236,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
243,1778770422236,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-NEWT, KRW-DOGE, KRW-GRT, KRW-IMX, KRW-ETH, KRW-UP2, KRW-CFG, KRW-HP, KRW-NXPC, KRW-MET2, KRW-POLYX, KRW-SAHARA, KRW-HYPER, KRW-CC, KRW-PIEVERSE, KRW-BTC, KRW-USDT, KRW-SONIC, KRW-2Z, KRW-SOL, KRW-INJ, KRW-XRP, KRW-CHIP",Reduce repeated misses or weak outcomes after user review.,0
244,1778776627166,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
245,1778776627166,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ENA, KRW-XRP, KRW-HYPER, KRW-CC, KRW-BTC, KRW-NEWT, KRW-USDT, KRW-POLYX, KRW-IMX, KRW-ETH, KRW-UP2, KRW-HP, KRW-SOL, KRW-NXPC, KRW-SAHARA, KRW-MET2, KRW-CFG, KRW-SONIC, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-DOGE, KRW-AZTEC, KRW-2Z, KRW-INJ",Reduce repeated misses or weak outcomes after user review.,0
246,1778776627166,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
247,1778777917949,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-IMX, KRW-ETH, KRW-UP2, KRW-MET2, KRW-HP, KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-NXPC, KRW-ENA, KRW-XRP, KRW-HYPER, KRW-CC, KRW-BTC, KRW-NEWT, KRW-USDT, KRW-POLYX, KRW-SONIC, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-DOGE, KRW-AZTEC, KRW-2Z",Reduce repeated misses or weak outcomes after user review.,0
248,1778777917949,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
249,1778777917949,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
250,1778778712218,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
251,1778778712218,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
252,1778778712218,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ENA, KRW-HYPER, KRW-CC, KRW-BTC, KRW-NEWT, KRW-USDT, KRW-IMX, KRW-ETH, KRW-UP2, KRW-MET2, KRW-HP, KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-NXPC, KRW-XRP, KRW-POLYX, KRW-SONIC, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-DOGE, KRW-AZTEC, KRW-2Z",Reduce repeated misses or weak outcomes after user review.,0
253,1778779292614,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
254,1778779292614,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
255,1778779292614,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-NXPC, KRW-DOGE, KRW-POLYX, KRW-ENA, KRW-HYPER, KRW-CC, KRW-BTC, KRW-NEWT, KRW-USDT, KRW-IMX, KRW-ETH, KRW-UP2, KRW-MET2, KRW-HP, KRW-XRP, KRW-SONIC, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-AZTEC",Reduce repeated misses or weak outcomes after user review.,0
256,1778781125996,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
257,1778781125996,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-PENDLE, KRW-NXPC, KRW-ENA, KRW-HYPER, KRW-SONIC, KRW-BTC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-DOGE, KRW-POLYX, KRW-CC, KRW-MET2, KRW-XRP, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-AZTEC",Reduce repeated misses or weak outcomes after user review.,0
258,1778781125996,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
259,1778781982128,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes.; repeated 2 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
